Time,Tier,Annotation
10169,Laughter@CHI,L
10169,Laughable@MOT,baby's exciting laugh
10169,Laughter@MOT,L
10169,Arousal@CHI,middle
10169,ReactionReason@CHI,Violation of event schema
10170,Gaze@CHI,mom
10170,Facial@MOT,smile showing teeth
10170,Gaze@MOT,invisible
10170,Laughter@CHI,L
10170,Laughable@MOT,baby's exciting laugh
10170,Laughter@MOT,L
10170,Arousal@CHI,middle
10170,ReactionReason@CHI,Violation of event schema
10171,Gaze@CHI,mom
10171,Facial@MOT,smile showing teeth
10171,Gaze@MOT,invisible
10171,Laughter@CHI,L
10171,Laughable@MOT,baby's exciting laugh
10171,Laughter@MOT,L
10171,Arousal@CHI,middle
10171,ReactionReason@CHI,Violation of event schema
10172,Gaze@CHI,mom
10172,Facial@MOT,smile showing teeth
10172,Gaze@MOT,invisible
10172,Laughter@CHI,L
10172,Laughable@MOT,baby's exciting laugh
10172,Laughter@MOT,L
10172,Arousal@CHI,middle
10172,ReactionReason@CHI,Violation of event schema
10173,Gaze@CHI,mom
10173,Facial@MOT,smile showing teeth
10173,Gaze@MOT,invisible
10173,Laughter@CHI,L
10173,Laughable@MOT,baby's exciting laugh
10173,Laughter@MOT,L
10173,Arousal@CHI,middle
10173,ReactionReason@CHI,Violation of event schema
10174,Gaze@CHI,mom
10174,Facial@MOT,smile showing teeth
10174,Gaze@MOT,invisible
10174,Laughter@CHI,L
10174,Laughable@MOT,baby's exciting laugh
10174,Laughter@MOT,L
10174,Arousal@CHI,middle
10174,ReactionReason@CHI,Violation of event schema
10175,Gaze@CHI,mom
10175,Facial@MOT,invisible
10175,Gaze@MOT,invisible
10175,Laughter@CHI,L
10175,Laughable@MOT,baby's exciting laugh
10175,Laughter@MOT,L
10175,Arousal@CHI,middle
10175,ReactionReason@CHI,Violation of event schema
10176,Facial@MOT,invisible
10176,Gaze@MOT,invisible
10176,Laughter@CHI,L
10176,Laughable@MOT,baby's exciting laugh
10176,Laughter@MOT,L
10176,Arousal@CHI,middle
10176,ReactionReason@CHI,Violation of event schema
10177,Facial@MOT,invisible
10177,Gaze@MOT,invisible
10177,Laughter@CHI,L
10177,Laughable@MOT,baby's exciting laugh
10177,Arousal@CHI,middle
10177,ReactionReason@CHI,Violation of event schema
10178,Facial@MOT,invisible
10178,Gaze@MOT,toys
10178,Laughter@CHI,L
10178,Laughable@MOT,baby's exciting laugh
10178,Arousal@CHI,middle
10178,ReactionReason@CHI,Violation of event schema
10179,Facial@MOT,invisible
10179,Gaze@MOT,toys
10180,Gaze@CHI,ball
10180,Facial@MOT,invisible
10180,Gaze@MOT,toys
10181,Gaze@CHI,ball
10181,Facial@MOT,invisible
10181,Gaze@MOT,toys
10181,Action@CHI,picking up the ball
10182,Gaze@CHI,ball
10182,Facial@MOT,invisible
10182,Gaze@MOT,toys
10182,Action@CHI,picking up the ball
10183,Gaze@CHI,ball
10183,Facial@MOT,invisible
10183,Gaze@MOT,toys
10183,Action@CHI,picking up the ball
10183,Action@MOT,tossing the toy
10184,Gaze@CHI,ball
10184,Facial@MOT,invisible
10184,Gaze@MOT,toys
10184,Action@CHI,picking up the ball
10184,Action@MOT,tossing the toy
10185,Gaze@CHI,ball
10185,Facial@MOT,invisible
10185,Gaze@MOT,toys
10185,Action@CHI,picking up the ball
10185,Action@MOT,tossing the toy
10186,Gaze@CHI,ball
10186,Facial@MOT,invisible
10186,Gaze@MOT,toys
10186,Action@CHI,picking up the ball
10186,Action@MOT,tossing the toy
10187,Gaze@CHI,ball
10187,Facial@MOT,invisible
10187,Gaze@MOT,toys
10187,Action@CHI,picking up the ball
10187,Action@MOT,tossing the toy
10188,Gaze@CHI,ball
10188,Facial@MOT,invisible
10188,Gaze@MOT,invisible
10188,Action@CHI,picking up the ball
10188,Action@MOT,tossing the toy
10189,Gaze@CHI,ball
10189,Facial@MOT,invisible
10189,Gaze@MOT,invisible
10189,Action@CHI,picking up the ball
10189,Action@MOT,tossing the toy
10190,Gaze@CHI,ball
10190,Facial@MOT,invisible
10190,Gaze@MOT,invisible
10190,Action@CHI,picking up the ball
10190,Action@MOT,tossing the toy
10191,Gaze@CHI,ball
10191,Facial@MOT,invisible
10191,Gaze@MOT,invisible
10191,Action@CHI,picking up the ball
10191,Action@MOT,tossing the toy
10192,Gaze@CHI,ball
10192,Facial@MOT,invisible
10192,Gaze@MOT,invisible
10192,Action@CHI,picking up the ball
10192,Action@MOT,tossing the toy
10193,Facial@MOT,invisible
10193,Gaze@MOT,invisible
10193,Action@CHI,picking up the ball
10193,Action@MOT,tossing the toy
10194,Facial@MOT,invisible
10194,Gaze@MOT,invisible
10194,Action@CHI,picking up the ball
10194,Action@MOT,tossing the toy
10195,Facial@MOT,invisible
10195,Gaze@MOT,invisible
10195,Action@CHI,picking up the ball
10195,Action@MOT,tossing the toy
10196,Facial@MOT,invisible
10196,Gaze@MOT,invisible
10196,Action@CHI,giving the ball to mom
10196,Action@MOT,tossing the toy
10197,Facial@MOT,invisible
10197,Gaze@MOT,invisible
10197,Action@CHI,giving the ball to mom
10197,Action@MOT,tossing the toy
10198,Facial@MOT,invisible
10198,Gaze@MOT,invisible
10198,Action@CHI,giving the ball to mom
10198,Action@MOT,tossing the toy
10199,Facial@MOT,smile
10199,Gaze@MOT,invisible
10199,Action@CHI,giving the ball to mom
10199,Action@MOT,tossing the toy
10200,Facial@MOT,smile
10200,Gaze@MOT,invisible
10200,Action@CHI,giving the ball to mom
10200,Action@MOT,tossing the toy
10201,Facial@MOT,smile
10201,Gaze@MOT,invisible
10201,Action@CHI,giving the ball to mom
10201,Action@MOT,tossing the toy
10202,Gaze@CHI,mom
10202,Facial@MOT,smile
10202,Gaze@MOT,invisible
10202,Action@CHI,giving the ball to mom
10202,Action@MOT,tossing the toy
10203,Gaze@CHI,mom
10203,Facial@MOT,smile
10203,Gaze@MOT,toys
10203,Action@CHI,giving the ball to mom
10203,Action@MOT,tossing the toy
10204,Gaze@CHI,mom
10204,Facial@MOT,smile
10204,Gaze@MOT,toys
10204,Action@CHI,giving the ball to mom
10205,Gaze@CHI,mom
10205,Facial@MOT,smile
10205,Gaze@MOT,toys
10205,Action@CHI,giving the ball to mom
10206,Gaze@CHI,mom
10206,Facial@MOT,smile
10206,Gaze@MOT,toys
10206,Action@CHI,giving the ball to mom
10207,Gaze@CHI,mom
10207,Facial@MOT,smile
10207,Gaze@MOT,toys
10207,Action@CHI,giving the ball to mom
10208,Gaze@CHI,mom
10208,Facial@MOT,smile
10208,Gaze@MOT,toys
10208,Action@CHI,giving the ball to mom
10209,Gaze@CHI,mom
10209,Facial@MOT,smile
10209,Gaze@MOT,toys
10209,Action@CHI,giving the ball to mom
10210,Gaze@CHI,mom
10210,Facial@MOT,smile
10210,Gaze@MOT,toys
10210,Action@CHI,giving the ball to mom
10210,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10211,Gaze@CHI,mom
10211,Facial@MOT,smile
10211,Gaze@MOT,toys
10211,Action@CHI,giving the ball to mom
10211,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10212,Gaze@CHI,mom
10212,Facial@MOT,smile
10212,Gaze@MOT,toys
10212,Action@CHI,giving the ball to mom
10212,Laughter@CHI,L
10212,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10212,Arousal@CHI,low
10212,ReactionReason@CHI,Violation of behaviour schema
10213,Gaze@CHI,mom
10213,Facial@MOT,smile
10213,Gaze@MOT,toys
10213,Action@CHI,giving the ball to mom
10213,Laughter@CHI,L
10213,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10213,Arousal@CHI,low
10213,ReactionReason@CHI,Violation of behaviour schema
10214,Gaze@CHI,mom
10214,Facial@MOT,smile
10214,Gaze@MOT,toys
10214,Action@CHI,giving the ball to mom
10214,Laughter@CHI,L
10214,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10214,Arousal@CHI,low
10214,ReactionReason@CHI,Violation of behaviour schema
10215,Gaze@CHI,mom
10215,Facial@MOT,smile
10215,Gaze@MOT,toys
10215,Action@CHI,giving the ball to mom
10215,Laughter@CHI,L
10215,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10215,Arousal@CHI,low
10215,ReactionReason@CHI,Violation of behaviour schema
10216,Gaze@CHI,mom
10216,Facial@MOT,smile
10216,Gaze@MOT,toys
10216,Action@CHI,giving the ball to mom
10216,Laughter@CHI,L
10216,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10216,Arousal@CHI,low
10216,ReactionReason@CHI,Violation of behaviour schema
10217,Gaze@CHI,mom
10217,Facial@MOT,smile
10217,Gaze@MOT,toys
10217,Action@CHI,giving the ball to mom
10217,Laughter@CHI,L
10217,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10217,Arousal@CHI,low
10217,ReactionReason@CHI,Violation of behaviour schema
10218,Gaze@CHI,mom
10218,Facial@MOT,smile
10218,Gaze@MOT,toys
10218,Action@CHI,giving the ball to mom
10218,Laughter@CHI,L
10218,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10218,Arousal@CHI,low
10218,ReactionReason@CHI,Violation of behaviour schema
10219,Gaze@CHI,mom
10219,Facial@MOT,smile
10219,Gaze@MOT,toys
10219,Action@CHI,giving the ball to mom
10219,Laughter@CHI,L
10219,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10219,Arousal@CHI,low
10219,ReactionReason@CHI,Violation of behaviour schema
10220,Gaze@CHI,mom
10220,Facial@MOT,smile
10220,Gaze@MOT,toys
10220,Action@CHI,giving the ball to mom
10220,Laughter@CHI,L
10220,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10220,Arousal@CHI,low
10220,ReactionReason@CHI,Violation of behaviour schema
10221,Gaze@CHI,mom
10221,Facial@MOT,smile
10221,Gaze@MOT,toys
10221,Action@CHI,giving the ball to mom
10221,Laughter@CHI,L
10221,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10221,Arousal@CHI,low
10221,ReactionReason@CHI,Violation of behaviour schema
10222,Gaze@CHI,mom
10222,Facial@MOT,smile
10222,Gaze@MOT,toys
10222,Action@CHI,giving the ball to mom
10222,Laughter@CHI,L
10222,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10222,Arousal@CHI,low
10222,ReactionReason@CHI,Violation of behaviour schema
10223,Gaze@CHI,mom
10223,Facial@MOT,smile
10223,Gaze@MOT,toys
10223,Action@CHI,giving the ball to mom
10223,Laughter@CHI,L
10223,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10223,Arousal@CHI,low
10223,ReactionReason@CHI,Violation of behaviour schema
10224,Gaze@CHI,mom
10224,Facial@MOT,smile
10224,Gaze@MOT,toys
10224,Action@CHI,giving the ball to mom
10224,Action@MOT,taking the ball
10224,Laughter@CHI,L
10224,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10224,Arousal@CHI,low
10224,ReactionReason@CHI,Violation of behaviour schema
10225,Gaze@CHI,mom
10225,Facial@MOT,smile
10225,Gaze@MOT,toys
10225,Action@MOT,taking the ball
10225,Laughter@CHI,L
10225,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10225,Arousal@CHI,low
10225,ReactionReason@CHI,Violation of behaviour schema
10226,Gaze@CHI,mom
10226,Facial@MOT,smile
10226,Gaze@MOT,toys
10226,Action@MOT,taking the ball
10226,Laughter@CHI,L
10226,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10226,Arousal@CHI,low
10226,ReactionReason@CHI,Violation of behaviour schema
10227,Gaze@CHI,mom
10227,Facial@MOT,smile
10227,Gaze@MOT,toys
10227,Action@MOT,taking the ball
10227,Laughter@CHI,L
10227,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10227,Arousal@CHI,low
10227,ReactionReason@CHI,Violation of behaviour schema
10228,Gaze@CHI,mom
10228,Facial@MOT,smile
10228,Gaze@MOT,toys
10228,Action@MOT,taking the ball
10228,Laughter@CHI,L
10228,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10228,Arousal@CHI,low
10228,ReactionReason@CHI,Violation of behaviour schema
10229,Gaze@CHI,mom
10229,Facial@MOT,smile
10229,Gaze@MOT,toys
10229,Action@MOT,taking the ball
10229,Laughter@CHI,L
10229,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10229,Arousal@CHI,low
10229,ReactionReason@CHI,Violation of behaviour schema
10230,Gaze@CHI,mom
10230,Facial@MOT,smile
10230,Gaze@MOT,toys
10230,Action@MOT,building a toy pyramid
10230,Laughter@CHI,L
10230,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10230,Arousal@CHI,low
10230,ReactionReason@CHI,Violation of behaviour schema
10231,Gaze@CHI,mom
10231,Facial@MOT,smile
10231,Gaze@MOT,toys
10231,Action@MOT,building a toy pyramid
10231,Laughter@CHI,L
10231,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10231,Arousal@CHI,low
10231,ReactionReason@CHI,Violation of behaviour schema
10232,Gaze@CHI,mom
10232,Facial@MOT,smile
10232,Gaze@MOT,toys
10232,Action@MOT,building a toy pyramid
10232,Laughter@CHI,L
10232,Laughable@CHI,baby expects that mom spit the ball out of mouth but mom just puts the ball in the bottle
10232,Arousal@CHI,low
10232,ReactionReason@CHI,Violation of behaviour schema
10233,Gaze@CHI,mom
10233,Facial@MOT,smile
10233,Gaze@MOT,toys
10233,Action@MOT,building a toy pyramid
10233,Laughter@CHI,L
10233,Arousal@CHI,low
10233,ReactionReason@CHI,Violation of behaviour schema
10234,Facial@MOT,smile
10234,Gaze@MOT,toys
10234,Action@MOT,building a toy pyramid
10234,Laughter@CHI,L
10234,Arousal@CHI,low
10234,ReactionReason@CHI,Violation of behaviour schema
10235,Facial@MOT,invisible
10235,Gaze@MOT,toys
10235,Action@MOT,building a toy pyramid
10235,Laughter@CHI,L
10235,Arousal@CHI,low
10235,ReactionReason@CHI,Violation of behaviour schema
10236,Facial@MOT,invisible
10236,Gaze@MOT,toys
10236,Action@MOT,building a toy pyramid
10236,Laughter@CHI,L
10236,Arousal@CHI,low
10236,ReactionReason@CHI,Violation of behaviour schema
10237,Gaze@CHI,ball
10237,Facial@MOT,invisible
10237,Gaze@MOT,toys
10237,Action@MOT,building a toy pyramid
10237,Laughter@CHI,L
10237,Arousal@CHI,low
10237,ReactionReason@CHI,Violation of behaviour schema
10238,Gaze@CHI,ball
10238,Facial@MOT,invisible
10238,Gaze@MOT,toys
10238,Action@MOT,building a toy pyramid
10239,Gaze@CHI,ball
10239,Facial@MOT,invisible
10239,Gaze@MOT,toys
10239,Action@MOT,building a toy pyramid
10240,Gaze@CHI,ball
10240,Facial@MOT,invisible
10240,Gaze@MOT,toys
10240,Action@MOT,building a toy pyramid
10241,Gaze@CHI,ball
10241,Facial@MOT,invisible
10241,Gaze@MOT,toys
10241,Action@MOT,building a toy pyramid
10242,Gaze@CHI,ball
10242,Facial@MOT,invisible
10242,Gaze@MOT,toys
10242,Action@MOT,building a toy pyramid
10243,Gaze@CHI,ball
10243,Facial@MOT,invisible
10243,Gaze@MOT,toys
10243,Action@MOT,building a toy pyramid
10244,Gaze@CHI,ball
10244,Facial@MOT,invisible
10244,Gaze@MOT,toys
10244,Action@MOT,building a toy pyramid
10245,Gaze@CHI,ball
10245,Facial@MOT,invisible
10245,Gaze@MOT,invisible
10246,Gaze@CHI,ball
10246,Facial@MOT,invisible
10246,Gaze@MOT,invisible
10247,Gaze@CHI,ball
10247,Facial@MOT,invisible
10247,Gaze@MOT,invisible
10248,Gaze@CHI,ball
10248,Facial@MOT,invisible
10248,Gaze@MOT,invisible
10249,Gaze@CHI,ball
10249,Facial@MOT,invisible
10249,Gaze@MOT,invisible
10250,Gaze@CHI,toys
10250,Facial@MOT,invisible
10250,Gaze@MOT,invisible
10251,Gaze@CHI,toys
10251,Facial@MOT,invisible
10251,Gaze@MOT,invisible
10252,Gaze@CHI,toys
10252,Facial@MOT,invisible
10252,Gaze@MOT,invisible
10253,Gaze@CHI,toys
10253,Facial@MOT,invisible
10253,Gaze@MOT,invisible
10254,Gaze@CHI,toys
10254,Facial@MOT,invisible
10254,Gaze@MOT,invisible
10254,Action@CHI,pickipn up the glass
10255,Gaze@CHI,toys
10255,Facial@MOT,invisible
10255,Gaze@MOT,invisible
10255,Action@CHI,pickipn up the glass
10256,Gaze@CHI,toys
10256,Facial@MOT,invisible
10256,Gaze@MOT,invisible
10256,Action@CHI,pickipn up the glass
10257,Gaze@CHI,toys
10257,Facial@MOT,invisible
10257,Gaze@MOT,invisible
10257,Action@CHI,pickipn up the glass
10258,Gaze@CHI,toys
10258,Facial@MOT,invisible
10258,Gaze@MOT,invisible
10258,Action@CHI,pickipn up the glass
10259,Gaze@CHI,toys
10259,Facial@MOT,invisible
10259,Gaze@MOT,invisible
10259,Action@CHI,pickipn up the glass
10260,Gaze@CHI,toys
10260,Facial@MOT,invisible
10260,Gaze@MOT,invisible
10260,Action@CHI,pickipn up the glass
10261,Gaze@CHI,toys
10261,Facial@MOT,invisible
10261,Gaze@MOT,invisible
10261,Action@CHI,pickipn up the glass
10262,Gaze@CHI,toys
10262,Facial@MOT,invisible
10262,Gaze@MOT,invisible
10262,Action@CHI,pickipn up the glass
10263,Gaze@CHI,toys
10263,Facial@MOT,invisible
10263,Gaze@MOT,invisible
10263,Action@CHI,pickipn up the glass
10264,Gaze@CHI,toys
10264,Facial@MOT,invisible
10264,Gaze@MOT,invisible
10264,Action@CHI,pickipn up the glass
10265,Gaze@CHI,toys
10265,Facial@MOT,invisible
10265,Gaze@MOT,invisible
10265,Action@CHI,pickipn up the glass
10266,Gaze@CHI,toys
10266,Facial@MOT,invisible
10266,Gaze@MOT,invisible
10266,Action@CHI,taking the ball out of the glass
10267,Gaze@CHI,toys
10267,Facial@MOT,invisible
10267,Gaze@MOT,invisible
10267,Action@CHI,taking the ball out of the glass
10268,Gaze@CHI,toys
10268,Facial@MOT,invisible
10268,Gaze@MOT,invisible
10268,Action@CHI,taking the ball out of the glass
10269,Gaze@CHI,toys
10269,Facial@MOT,invisible
10269,Gaze@MOT,invisible
10269,Action@CHI,taking the ball out of the glass
10270,Gaze@CHI,toys
10270,Facial@MOT,invisible
10270,Gaze@MOT,invisible
10270,Action@CHI,taking the ball out of the glass
10271,Gaze@CHI,toys
10271,Facial@MOT,invisible
10271,Gaze@MOT,invisible
10271,Action@CHI,taking the ball out of the glass
10272,Gaze@CHI,toys
10272,Facial@MOT,invisible
10272,Gaze@MOT,invisible
10272,Action@CHI,taking the ball out of the glass
10273,Gaze@CHI,ball
10273,Facial@MOT,invisible
10273,Gaze@MOT,invisible
10273,Action@CHI,taking the ball out of the glass
10274,Gaze@CHI,ball
10274,Facial@MOT,invisible
10274,Gaze@MOT,invisible
10274,Action@CHI,taking the ball out of the glass
10275,Gaze@CHI,ball
10275,Facial@MOT,invisible
10275,Gaze@MOT,invisible
10275,Action@CHI,taking the ball out of the glass
10276,Gaze@CHI,ball
10276,Facial@MOT,invisible
10276,Gaze@MOT,invisible
10276,Action@CHI,taking the ball out of the glass
10277,Gaze@CHI,ball
10277,Facial@MOT,invisible
10277,Gaze@MOT,invisible
10277,Action@CHI,taking the ball out of the glass
10278,Gaze@CHI,ball
10278,Facial@MOT,invisible
10278,Gaze@MOT,invisible
10279,Gaze@CHI,ball
10279,Facial@MOT,invisible
10279,Gaze@MOT,invisible
10280,Gaze@CHI,ball
10280,Facial@MOT,invisible
10280,Gaze@MOT,invisible
10280,Action@MOT,building a toy pyramid
10281,Gaze@CHI,ball
10281,Facial@MOT,invisible
10281,Gaze@MOT,invisible
10281,Action@MOT,building a toy pyramid
10282,Gaze@CHI,ball
10282,Facial@MOT,invisible
10282,Gaze@MOT,invisible
10282,Action@MOT,building a toy pyramid
10283,Gaze@CHI,ball
10283,Facial@MOT,invisible
10283,Gaze@MOT,invisible
10283,Action@MOT,building a toy pyramid
10284,Gaze@CHI,ball
10284,Facial@MOT,invisible
10284,Gaze@MOT,invisible
10284,Action@MOT,building a toy pyramid
10285,Gaze@CHI,ball
10285,Facial@MOT,invisible
10285,Gaze@MOT,invisible
10285,Action@MOT,building a toy pyramid
10286,Gaze@CHI,ball
10286,Facial@MOT,invisible
10286,Gaze@MOT,invisible
10286,Action@MOT,building a toy pyramid
10287,Gaze@CHI,ball
10287,Facial@MOT,invisible
10287,Gaze@MOT,invisible
10287,Action@MOT,building a toy pyramid
10288,Gaze@CHI,ball
10288,Facial@MOT,invisible
10288,Gaze@MOT,invisible
10288,Action@MOT,building a toy pyramid
